"";"Champs";"Regie";"Soil_type";"mean_temp";"total_precip";"frozen";"Rendement";"Pureté";"N_Fert";"P_Fert";"K_Fert";"Mg_Fert";"S_Fert";"Ca_Fert";"Zn_Fert";"Cu_Fert";"B_Fert";"Mn_Fert";"PhEau";"Age";"Ca_Sol (ppm)";"P_Sol (ppm)";"Al_Sol (ppm)";"K_Sol (ppm)";"Mg_Sol (ppm)";"Zn_Sol (ppm)";"Cu_Sol (ppm)";"Mn_Sol (ppm)";"B_Sol (ppm)";"Fe_Sol (ppm)";"N_Fol (%)";"P_Fol (%)";"K_Fol (%)";"Ca_Fol (%)";"Mg_Fol (%)";"B_Fol (%)";"Cu_Fol (%)";"Fe_Fol (%)";"Mn_Fol (%)";"Zn_Fol (%)";"Al_Fol (%)"
"390";"G02";"Organic";"Sand";13,6818681318681;9125,2;112;16611;0,355555555555556;42,7392;31,164;120,4839;4,452;306,3188;56,0952;0;1,9915;0;0;4,5;9;176;202;1078;92;29;2,8;3,95;2,5;0,4;229,93;0,012;0,0012;0,0059;0,0109;0,0022;0,00662;0,00032;0,0048;0,02249;0,00203;0,0147522
"391";"G02";"Organic";"Sand";14,1227777777778;8258,6;252;9945;0,355555555555556;48,1728;35,126;123,5563;10,2911;219,6567;63,2268;0,6237;1,2474;0;0;4,6;10;172;223;1277;91;28;1,4;4,65;2,3;0,6;223,31;1;0,11;0,56;0,85;0,2;0,00414;0,00037;0,00488;0,02168;0,00201;0,00466
"392";"G02";"Organic";"Sand";15,4114754098361;6155,8;56;20799;0,355555555555556;55,5936;40,537;106,255;5,791;27,828;72,9666;0;0;0;0;4,8;11;121;230;1098;72;22;1,3;4,15;2;0,3;211,39;1;0,14;0,66;0,98;0,23;0,00435;0,00047;0,00464;0,02431;0,00234;0,00854
"393";"G03";"Organic";"Sand";13,6818681318681;9125,2;112;16846;0,349397590361446;42,3792;30,9015;121,5583;4,4145;305,3256;55,6227;0;2,163;0;0;4,4;9;157;152;1097;79;23;1,9;3,72;2;0,5;176,85;0,012;0,0013;0,0061;0,0118;0,0024;0,00583;0,00039;0,00576;0,03268;0,00237;0,0203712
"394";"G03";"Organic";"Sand";14,1227777777778;8258,6;252;9074;0,349397590361446;47,7888;34,846;122,2929;10,1953;211,9941;62,7228;0,6171;1,2342;0;0;4,7;10;153;168;1326;83;22;1,1;3,01;2;0,5;193,39;1,1;0,12;0,58;0,97;0,22;0,00429;0,00047;0,00416;0,02708;0,00225;0,00466
"395";"G03";"Organic";"Sand";15,4114754098361;6155,8;56;25474;0,349397590361446;54,9936;40,0995;104,2425;5,7285;27,216;72,1791;0;0;0;0;4,7;11;100;162;889;59;16;1;2,53;2;0,3;195,66;1;0,14;0,66;0,96;0,23;0,00439;0,00042;0,00462;0,02615;0,00223;0,0092
"396";"G04";"Organic";"Sand";13,6818681318681;9125,2;112;17595;0,419753086419753;42,96;31,325;117,3989;4,475;302,6468;56,385;0;1,9915;0;0;4,5;9;160;222;1082;86;28;2,1;3,88;2,4;0,4;209,96;0,012;0,0012;0,0061;0,011;0,0023;0,00507;0,00038;0,00537;0,02634;0,00198;0,0203712
"397";"G04";"Organic";"Sand";14,1227777777778;8258,6;252;9963;0,419753086419753;47,7552;34,8215;121,8108;10,0616;220,1907;62,6787;0,6017;1,2034;0;0;4,5;10;195;259;1142;117;33;2,5;3,72;3,1;0,5;212,73;1;0,12;0,6;0,9;0,21;0,00412;0,00044;0,00379;0,02341;0,00208;0,00466
"398";"G04";"Organic";"Sand";15,4114754098361;6155,8;56;21996;0,419753086419753;55,0848;40,166;101,14;5,738;26,082;72,2988;0;0;0;0;5;11;100;108;1182;45;15;0,6;2,7;2;0,5;160,03;1;0,15;0,69;0,98;0,25;0,00447;4e-04;0,00496;0,02537;0,00215;0,00914
"399";"G05";"Organic";"Sand";13,6818681318681;9125,2;112;8887;0,729493426184933;28,8432;21,0315;100,2965;8,5473;310,4296;37,8567;0;2,086;0;0;4,8;8,2;111;89;1017;37;15;0,7;0,72;2;0,3;135,23;0,011;0,0015;0,005;0,0118;0,0021;0,00343;0,00048;0,0058;0,03941;0,00347;0,0170188
"400";"G05";"Organic";"Sand";14,1227777777778;8258,6;252;40345;0,657301521356361;71,8992;52,4265;148,5181;12,6417;316,9914;94,3677;0,6094;1,2188;0;0;5,1;7,4;112;98;956;60;15;1;1,34;2;0,5;155,02;0,9;0,12;0,49;1,19;0,24;0,00373;0,00055;0,00622;0,02614;0,00306;0,01356
"401";"G05";"Organic";"Sand";15,4114754098361;6155,8;56;19827;0,64107149640483;53,2032;38,794;101,16;5,542;303,552;69,8292;0;0;0;0;5,1;8,2;100;97;1007;34;15;0,6;1,55;2;0,4;144,66;1,1;0,13;0,58;1,01;0,23;0,00322;4e-04;0,00597;0,04904;0,00275;0,01194
"402";"G06";"Organic";"Sand";14,1227777777778;8258,6;252;42412;0,555571825764597;77,5392;56,539;151,1056;13,2292;317,9454;101,7702;0,6094;1,2188;0;0;5,1;8,2;100;69;1066;44;15;0,5;2,41;2;0,5;112,7;1;0,13;0,57;1,21;0,25;0,0029;0,00053;0,00594;0,02563;0,00419;0,010044
"403";"G06";"Organic";"Sand";15,4114754098361;6155,8;56;17757;0,516071099211661;53,3424;38,8955;76,7325;5,5565;285,372;70,0119;0;0;0;0;5,2;9;100;97;1190;41;15;0,7;2,41;2;0,5;122,54;1,1;0,14;0,64;0,99;0,22;0,00291;0,00043;0,00598;0,04274;0,00245;0,01134
"404";"D01";"Conventional";"Sand";14,1227777777778;8258,6;252;30218;0,99;33;33;106,45;9,1;41,7;0;1,1;1;0,6;0;4,991138;10;91,706521274;85,392850146;1016,40678886;42,280231498;13,410787113;0,5808559252;0,3671169546;1,7677465802;0,54;107,227726278;1,3;0,14;0,54;1,3;0,27;0,0015;0,00041;0,00492;0,03618;0,0014;0,0077
"405";"D03";"Conventional";"Sand";14,1227777777778;8258,6;252;31390,51;0,82;36,96;36,96;106,34;9,1;44,46;0;1,1;1;0,6;0;5,02;9;133;146,2;1128,4;63,4;21,6;0,84;1,092;2,14;0,52;129,732;1,1;0,13;0,54;1,04;0,23;0,0015;0,00034;0,00499;0,02683;0,00117;0,0077
"406";"D05";"Conventional";"Sand";14,1227777777778;8258,6;252;32259,49;0,82;36,96;36,96;106,34;9,1;44,46;0;1,1;1;0,6;0;5,2;9;119;104;1234;46;15;0,6;0,31;2;0,5;122,74;7,8;0,13;0,64;0,98;0,21;0,00152;0,00039;0,00403;0,01485;0,00121;0,006
"407";"D05";"Conventional";"Sand";14,1227777777778;8258,6;252;32259,49;0,82;36,96;36,96;106,34;9,1;44,46;0;1,1;1;0,6;0;5,2;9;119;104;1234;46;15;0,6;0,31;2;0,5;122,74;7,8;0,13;0,64;0,98;0,21;0,00152;0,00039;0,00403;0,01485;0,00121;0,006
"408";"D07";"Conventional";"Sand";14,1227777777778;8258,6;252;29573,59;0,88;40,26;40,26;111,415;9,1;46,76;0;1,1;1;0,6;0;5,1;8;100;91;1005;51;15;0,6;0,2;2;0,6;105,55;1,2;0,12;0,61;0,85;0,2;0,00131;0,00043;0,00396;0,02399;0,00139;0,0054
"409";"D07";"Conventional";"Sand";14,1227777777778;8258,6;252;29573,59;0,88;40,26;40,26;111,415;9,1;46,76;0;1,1;1;0,6;0;5,1;8;100;91;1005;51;15;0,6;0,2;2;0,6;105,55;1,2;0,12;0,61;0,85;0,2;0,00131;0,00043;0,00396;0,02399;0,00139;0,0054
"410";"E01";"Conventional";"Sand";14,1227777777778;8258,6;252;31807,32;0,94;40,26;40,26;111,415;9,1;46,76;0;1,1;1;0,6;0;5,04;7;121,4;107;1121;59,8;17;0,9;0,79;2,12;0,54;134,492;1,2;0,13;0,63;1,17;0,22;0,00175;4e-04;0,00476;0,0272;0,00168;0,0068
"411";"E03";"Conventional";"Sand";14,1227777777778;8258,6;252;33879,27;1;40,26;40,26;111,415;9,1;46,76;0;1,1;1;0,6;0;5,04;7;126,2;110,8;1132,6;61,8;18,4;0,86;0,854;2,26;0,56;134,318;1,2;0,13;0,6;1,25;0,23;0,00169;0,00047;0,00484;0,02812;0,00148;0,0073
"412";"E05";"Conventional";"Sand";14,1227777777778;8258,6;252;38256,1;0,92;40,26;40,26;111,415;9,1;46,76;0;1,1;1;0,6;0;5,017671;6;92,638632056;84,3221655;1040,83567552;42,46723863;13,3839867316;0,580323513;0,8880044268;1,7374317588;0,52;106,199387752;1,2;0,12;0,64;1,06;0,21;0,00116;0,00035;0,00418;0,02903;0,00138;0,0055
"413";"00A";"Organic";"Sand";16,2087431693989;1200,3;3;39806;0,924;75,5472;55,0865;116,9975;7,8695;194,094;99,1557;0;0;0;0;5,02;5;126,8;85,8;1501,4;35,2;15;0,64;1,402;5,24;0,56;119,568;1;0,13;0,62;1,23;0,21;0,00333;0,00036;0,00888;0,149;0,00222;0,00974
"414";"00B";"Organic";"Sand";16,2087431693989;1200,3;3;39806;0,922;76,6512;55,8915;123,7725;7,9845;211,536;100,6047;0;0;0;0;5;5;100;54;1519;28;15;0,4;1,01;2;0,7;140,11;1;0,14;0,63;1,26;0,2;0,0036;0,00033;0,00778;0,15389;0,0023;0,00978
"415";"01A";"Organic";"Sand";15,0551912568306;1772,1;39;11690;0,938;61,9452;42,384;138,91;5,937;396,684;74,8062;0;0;0;0;5,1;8;201;162;1260;62;20;1;2,16;9,6;0,6;166,56;1,1;0,15;0,57;1,25;0,24;0,0044;0,00039;0,01019;0,12661;0,00375;0,00992
"416";"01A";"Organic";"Sand";16,2087431693989;1200,3;3;19457;0,904;54,3072;39,599;111,685;5,657;196,524;71,2782;0;0;0;0;4,8;9;100;134;1123;46;15;0,7;1,79;2;0,6;152,76;1;0,13;0,7;1,12;0,23;0,00395;0,00042;0,00625;0,12338;0,00269;0,00882
"417";"01B";"Organic";"Sand";15,0551912568306;1772,1;39;11690;0,89;62,478;42,7725;136,0875;5,9925;390,528;75,5055;0;0;0;0;5,1;8;237;190;1099;73;28;1,5;2,93;8;0,7;206,27;1;0,11;0,54;1,08;0,2;0,0033;0,00039;0,00926;0,07409;0,00284;0,00984
"418";"01B";"Organic";"Sand";16,2087431693989;1200,3;3;19457;0,91;52,824;38,5175;108,5125;5,5025;211,41;69,3315;0;0;0;0;4,9;9;104;147;984;44;15;0,6;1,87;2,2;0,6;159,6;1;0,12;0,6;1,21;0,22;0,00402;0,00041;0,00748;0,10891;0,00266;0,00892
"419";"02A";"Organic";"Sand";15,0551912568306;1772,1;39;23373;0,89;60,4332;41,2815;137,5725;5,7795;402,066;72,8217;0;0;0;0;5;8;225;146;1605;61;24;1,2;2,24;5,2;0,6;126,26;1,2;0,12;0,57;1,11;0,25;0,00391;0,00038;0,00786;0,11799;0,00303;0,01012
"420";"02A";"Organic";"Sand";16,2087431693989;1200,3;3;26297;0,89;54,1632;39,494;104,36;5,642;212,364;71,0892;0;0;0;0;4,8;9;100;123;1468;40;15;0,5;1,79;2,6;0,5;101,23;1;0,11;0,58;1,3;0,23;0,00427;0,00055;0,01208;0,14097;0,00308;0,00868
"421";"02B";"Organic";"Sand";15,0551912568306;1772,1;39;23373;0,95;57,9612;39,479;134,435;5,522;382,5;69,5772;0;0;0;0;5,1;8;152;107;1563;47;17;1,1;1,12;3,9;0,6;111,26;1,2;0,14;0,52;1,33;0,23;0,00337;0,00035;0,00623;0,11994;0,00292;0,00868
"422";"02B";"Organic";"Sand";16,2087431693989;1200,3;3;26297;0,95;54,624;39,83;104,55;5,69;214,236;71,694;0;0;0;0;4,8;9;100;95;1409;28;15;0,4;2,04;2;0,7;104,04;1,1;0,12;0,6;1,28;0,23;0,00434;0,00048;0,01092;0,1447;0,00322;0,00868
"423";"02C";"Organic";"Sand";15,0551912568306;1772,1;39;23373;0,96;61,7004;42,2055;130,3825;5,9115;377,01;74,4849;0;0;0;0;5,1;8;184;109;1599;53;22;1,1;2,34;5,4;0,7;139,94;1,2;0,13;0,62;1,14;0,22;0,00397;0,00042;0,00771;0,10958;0,00311;0,01036
"424";"02C";"Organic";"Sand";16,2087431693989;1200,3;3;26297;0,96;54,8064;39,963;105,195;5,709;212,544;71,9334;0;0;0;0;5;9;100;87;1638;33;15;0,6;1,17;2,3;0,7;113,53;1,2;0,12;0,6;1,36;0,24;0,00512;0,00051;0,00976;0,17502;0,00344;0,0102
"425";"03A";"Organic";"Sand";15,0551912568306;1772,1;39;23986;0,932;68,8188;47,396;138,04;6,653;384,192;83,8278;0;0;0;0;5,4;7;170;111;1321;51;19;1;1,49;4,9;0,8;112,33;1,1;0,13;0,6;1,15;0,21;0,00397;0,00041;0,00668;0,08206;0,00284;0,00992
"426";"03A";"Organic";"Sand";16,2087431693989;1200,3;3;18612;0,914;51,888;37,835;103,475;5,405;297,522;68,103;0;0;0;0;4,8;8;100;119;1072;38;15;0,6;1,67;2;0,5;117,99;1,1;0,13;0,57;1,66;0,24;0,00465;0,00047;0,00594;0,14584;0,0032;0,00968
"427";"03B";"Organic";"Sand";15,0551912568306;1772,1;39;23986;0,918;68,7132;47,319;140,235;6,642;396,432;83,6892;0;0;0;0;5,4;7;227;145;755;59;24;1;1,39;4,8;0,8;128,1;1,2;0,15;0,49;1,43;0,26;0,00361;0,00041;0,00843;0,1097;0,00332;0,01006
"428";"03B";"Organic";"Sand";16,2087431693989;1200,3;3;18612;0,946;51,84;37,8;105;5,4;298,08;68,04;0;0;0;0;5;8;100;112;784;34;15;0,5;0,81;2;0,5;102,57;1;0,12;0,59;1,24;0,21;0,00435;0,00046;0,00615;0,10401;0,00311;0,01134
"429";"03C";"Organic";"Sand";15,0551912568306;1772,1;39;23986;0,948;68,862;47,4275;137,9125;6,6575;399,348;83,8845;0;0;0;0;5,5;7;190;100;731;50;21;0,9;1,42;3,4;0,7;128,79;1,2;0,13;0,52;1,38;0,25;0,00365;0,00039;0,00744;0,09721;0,00283;0,00992
"430";"03C";"Organic";"Sand";16,2087431693989;1200,3;3;18612;0,94;54,5232;39,7565;109,8475;5,6795;299,322;71,5617;0;0;0;0;5,1;8;100;97;752;42;15;0,4;1,01;2;0,5;107,29;1,1;0,13;0,53;1,66;0,25;0,00435;0,00053;0,00629;0,12544;0,00307;0,01134
"431";"04A";"Organic";"Sand";15,0551912568306;1772,1;39;20531;0,92;60,5196;41,3445;139,4675;5,7885;304,092;72,9351;0;0;0;0;5,2;8;230;137;1443;68;24;1,4;1,93;6;0,7;168,58;1,2;0,14;0,55;1,37;0,27;0,00433;0,00036;0,01084;0,14346;0,00371;0,00982
"432";"04A";"Organic";"Sand";16,2087431693989;1200,3;3;23100;0,92;49,6128;36,176;99,69;5,168;231,966;65,1168;0;0;0;0;5,3;9;163;120;1481;45;15;0,6;2,14;2,1;0,4;144,78;1,1;0,12;0,6;1,27;0,22;0,00422;5e-04;0,01035;0,0994;0,00306;0,00868
"433";"04B";"Organic";"Sand";15,0551912568306;1772,1;39;20531;0,98;56,7516;38,597;135,055;5,396;295,29;67,9896;0;0;0;0;5;8;229;133;1436;72;25;1,2;1,81;6,6;0,6;191,68;1,2;0,14;0,58;1,33;0,29;0,00399;0,00041;0,00965;0,10913;0,0034;0,00908
"434";"04B";"Organic";"Sand";16,2087431693989;1200,3;3;23100;0,98;47,8752;34,909;72,785;4,987;204,336;62,8362;0;0;0;0;5,4;9;100;142;1183;54;15;0,8;2,22;2,2;0,4;171,65;1,1;0,12;0,66;1,25;0,22;0,00378;0,00057;0,00787;0,10326;0,00316;0,00968
"435";"04C";"Organic";"Sand";15,0551912568306;1772,1;39;20531;0,84;55,206;37,47;127,4;5,235;297,054;65,961;0;0;0;0;5;8;274;152;1394;79;28;1,4;2,06;9;0,4;216,61;1,2;0,11;0,55;1,15;0,24;0,00367;0,00044;0,00872;0,06711;0,00252;0,0091
"436";"04C";"Organic";"Sand";16,2087431693989;1200,3;3;23100;0,84;47,7936;34,8495;100,3925;4,9785;206,1;62,7291;0;0;0;0;4,7;9;100;129;1442;41;15;0,4;2,52;2;0,5;189,61;1,1;0,12;0,58;1,34;0,26;0,00418;0,00064;0,008;0,1365;0,00319;0,00916
"437";"04D";"Organic";"Sand";15,0551912568306;1772,1;39;20531;0,9;56,598;38,485;130,325;5,38;308,016;67,788;0;0;0;0;5;8;229;150;1190;68;25;1,2;2,45;6,1;0,5;237,31;1,2;0,11;0,56;1,32;0,27;0,00364;0,00039;0,01155;0,0906;0,00286;0,00932
"438";"04D";"Organic";"Sand";16,2087431693989;1200,3;3;23100;0,9;48,2928;35,2135;105,0025;5,0305;211,986;63,3843;0;0;0;0;4,8;9;115;139;1197;65;15;0,9;2,7;2,4;0,6;240,5;1,1;0,11;0,58;1,3;0,23;0,00422;0,00058;0,01208;0,10611;0,00303;0,00908
"439";"05A";"Organic";"Sand";15,0551912568306;1772,1;39;22161;0,95;61,5996;42,132;134,08;5,901;301,32;74,3526;0;0;0;0;5,1;8;177;100;1599;58;21;0,8;2,56;5,2;0,6;139,65;1,2;0,12;0,58;1,17;0,23;0,00373;0,00038;0,00727;0,09043;0,00295;0,01036
"440";"05A";"Organic";"Sand";16,2087431693989;1200,3;3;22940;0,95;55,3248;40,341;91,265;5,763;206,712;72,6138;0;0;0;0;5,1;9;204;86;1676;43;15;0,4;1,47;2,2;0,5;138,96;1,1;0,11;0,64;1,1;0,2;0,00355;0,00057;0,00894;0,08487;0,00273;0,00868
"441";"05B";"Organic";"Sand";15,0551912568306;1772,1;39;22161;0,99;62,5212;42,804;135,61;5,997;301,428;75,5622;0;0;0;0;5;8;197;117;1400;65;21;1,3;1,86;6,1;0,5;157,46;1,2;0,12;0,57;1,22;0,26;0,00362;0,00036;0,00787;0,09291;0,00292;0,01014
"442";"05B";"Organic";"Sand";16,2087431693989;1200,3;3;22940;0,99;55,368;40,3725;104,5875;5,7675;209,88;72,6705;0;0;0;0;4,9;9;123;121;1588;41;15;0,5;1,94;3;0,6;158,51;1,1;0,11;0,56;1,17;0,22;0,00371;0,00043;0,00756;0,10448;0,00271;0,00916
"443";"05C";"Organic";"Sand";15,0551912568306;1772,1;39;22161;0,87;61,8876;42,342;133,18;5,931;294,552;74,7306;0;0;0;0;5;8;179;129;1322;62;21;1,1;1,74;6,1;0,6;158,21;1,1;0,11;0,57;1,23;0,24;0,00331;0,00038;0,00825;0,0751;0,00278;0,00934
"444";"05C";"Organic";"Sand";16,2087431693989;1200,3;3;22940;0,87;55,032;40,1275;105,3625;5,7325;204,732;72,2295;0;0;0;0;5,2;9;171;127;1429;45;15;0,6;1,43;2,9;0,6;153,75;1,1;0,12;0,53;1,26;0,23;0,00375;4e-04;0,00835;0,1121;0,00285;0,01036
"445";"D01";"Conventional";"Sand";15,4114754098361;6155,8;56;22555;0,592;1,8057160572;0,1216288854;50,4160779326;0;108;0;0;0,1513251168;0,017196036;0,2427507082;4,82;14,2;125,2;158;1042,4;55,4;22,6;1,06;2,586;1,8;0,36;179,474;1;0,09;0,52;0,81;0,19;0,00385;0,00042;0,00835;0,01143;0,0014;0,0077
